Age,Gender,WatchHours,FavoriteGenre,Country,Rating
46,Female,27,Documentary,India,3.1
34,Male,5,Action,Spain,4.1
59,Female,37,Sci-Fi,Germany,5.0
30,Female,13,Romance,Germany,1.4
48,Male,2,Comedy,Germany,1.3
52,Male,18,Documentary,USA,1.2
38,Female,7,Fantasy,Germany,2.9
55,Male,30,Animation,Spain,1.1
42,Male,14,Action,Korean,1.4
54,Female,8,Thriller,Japan,3.7
35,Male,39,Thriller,France,3.2
25,Male,7,Comedy,Japan,1.3
19,Male,1,Drama,Germany,2.1
29,Female,9,Fantasy,China,1.8
27,Male,9,Action,Italy,1.7
24,Male,31,Comedy,China,4.6
33,Female,24,Fantasy,China,4.4
48,Male,2,Thriller,Germany,3.8
40,Female,37,Thriller,India,4.2
57,Female,37,Sci-Fi,India,1.7
20,Male,27,Romance,Spain,1.7
47,Male,24,Animation,Mongolia,3.4
59,Male,28,Thriller,USA,3.6
59,Male,37,Romance,Korean,3.2
54,Female,9,Drama,Germany,2.4
42,Female,36,Sci-Fi,Spain,4.5
22,Male,7,Comedy,Japan,3.0
57,Male,34,Sci-Fi,India,3.8
41,Female,35,Thriller,Germany,2.3
37,Male,2,Drama,Mongolia,4.5
40,Male,8,Animation,USA,4.6
46,Female,16,Fantasy,Spain,3.1
59,Female,24,Comedy,France,4.1
58,Female,30,Action,Mongolia,4.1
46,Female,12,Comedy,Spain,3.1
49,Female,29,Fantasy,Spain,3.5
39,Female,39,Romance,Japan,2.6
59,Female,24,Documentary,India,2.1
43,Female,37,Comedy,Mongolia,1.1
34,Female,14,Drama,India,4.8
49,Female,27,Horror,Germany,3.6
20,Female,24,Thriller,China,4.7
24,Female,9,Thriller,Japan,4.2
59,Male,13,Animation,USA,1.3
29,Male,39,Romance,Korean,3.2
21,Male,7,Fantasy,France,3.8
54,Female,17,Animation,Japan,1.6
29,Female,12,Animation,USA,4.6
37,Male,5,Animation,Mongolia,4.8
19,Female,38,Animation,Italy,3.2
27,Male,35,Documentary,Korean,1.8
35,Female,7,Thriller,USA,2.8
45,Female,22,Action,China,4.9
54,Male,34,Horror,France,3.8
41,Female,9,Animation,Mongolia,3.2
21,Female,4,Romance,USA,1.4
58,Female,16,Horror,France,3.5
36,Female,20,Comedy,Mongolia,3.9
56,Female,30,Animation,Germany,3.8
43,Male,26,Documentary,India,1.0
56,Male,38,Thriller,Spain,2.3
44,Male,27,Drama,USA,3.4
43,Male,30,Thriller,Japan,1.1
23,Male,20,Action,China,4.5
18,Male,24,Fantasy,Italy,3.4
27,Female,23,Fantasy,France,2.5
29,Male,27,Sci-Fi,Mongolia,2.3
40,Male,31,Thriller,France,4.7
52,Female,37,Thriller,China,2.8
35,Female,19,Romance,India,3.0
46,Female,25,Documentary,Korean,4.0
46,Female,37,Action,China,2.6
25,Male,31,Documentary,Germany,3.5
55,Male,19,Thriller,China,3.4
39,Male,21,Documentary,USA,1.8
41,Male,28,Documentary,India,3.0
18,Male,12,Animation,Germany,2.4
51,Male,30,Comedy,Mongolia,1.7
30,Male,7,Documentary,Mongolia,4.0
45,Female,3,Sci-Fi,Italy,2.4
27,Female,6,Animation,Italy,1.5
26,Male,36,Action,Germany,4.1
46,Male,26,Comedy,Italy,4.7
26,Male,28,Thriller,Japan,4.8
26,Male,36,Romance,France,4.1
24,Female,38,Action,India,2.7
58,Male,6,Romance,Korean,2.5
51,Male,38,Thriller,Spain,3.9
28,Male,10,Animation,Korean,4.1
43,Male,34,Documentary,Japan,4.0
34,Female,39,Drama,Korean,2.6
25,Male,35,Animation,Germany,3.7
22,Male,31,Horror,USA,1.6
39,Female,10,Animation,Italy,1.8
58,Male,1,Action,France,5.0
20,Female,18,Horror,Mongolia,3.0
47,Female,5,Drama,Spain,2.9
38,Male,23,Thriller,Italy,3.5
36,Female,29,Sci-Fi,France,4.1
28,Female,11,Documentary,France,2.9
36,Female,20,Comedy,Japan,2.1
38,Female,14,Sci-Fi,USA,2.5
22,Female,12,Fantasy,Spain,1.4
26,Male,29,Comedy,Germany,3.9
21,Male,6,Thriller,Japan,3.9
50,Female,36,Fantasy,Korean,4.7
50,Male,15,Sci-Fi,Japan,2.5
27,Female,34,Comedy,France,2.5
20,Male,17,Drama,Korean,3.6
54,Male,36,Horror,France,1.2
26,Male,39,Documentary,Spain,1.1
29,Female,21,Sci-Fi,India,1.8
43,Male,2,Action,Italy,4.1
43,Female,4,Animation,USA,3.4
56,Female,36,Documentary,Spain,4.0
43,Male,2,Comedy,France,3.3
48,Male,8,Romance,Italy,2.7
24,Female,36,Fantasy,Italy,3.1
53,Female,4,Comedy,Germany,2.6
51,Male,21,Fantasy,Korean,2.2
56,Male,30,Fantasy,China,4.3
52,Female,32,Drama,Italy,1.8
29,Male,24,Horror,Germany,2.2
33,Female,30,Action,France,2.7
25,Male,18,Animation,Spain,3.6
19,Male,17,Comedy,Germany,4.5
37,Male,26,Thriller,India,4.0
40,Female,38,Animation,Spain,3.1
25,Male,4,Drama,Japan,3.8
48,Female,36,Action,Spain,2.9
49,Female,32,Romance,Italy,4.2
21,Female,34,Sci-Fi,Japan,2.9
23,Male,22,Drama,Italy,4.3
19,Female,8,Action,Korean,1.9
27,Female,32,Horror,China,5.0
58,Female,8,Action,France,1.2
37,Female,7,Animation,Germany,4.9
19,Male,15,Comedy,India,1.5
56,Female,35,Action,France,1.8
49,Female,7,Animation,France,4.9
50,Female,23,Action,Mongolia,1.5
41,Female,26,Thriller,Italy,1.2
20,Female,31,Fantasy,Korean,2.2
24,Female,24,Thriller,India,4.2
28,Male,15,Animation,Italy,2.0
28,Male,38,Documentary,Korean,4.3
45,Female,6,Comedy,Japan,1.5
21,Female,29,Sci-Fi,China,1.5
51,Male,23,Horror,USA,1.3
18,Male,29,Romance,France,2.8
33,Female,9,Comedy,China,2.5
33,Female,33,Comedy,Spain,1.9
40,Male,13,Action,China,3.8
24,Female,17,Drama,Italy,2.1
22,Female,34,Romance,Germany,4.8
32,Male,3,Animation,China,2.8
48,Male,13,Horror,Japan,4.3
50,Male,34,Drama,China,1.6
31,Female,4,Romance,Spain,1.1
24,Female,32,Romance,France,1.3
57,Male,18,Romance,Italy,4.6
33,Female,12,Sci-Fi,India,3.0
59,Male,27,Animation,China,4.8
36,Female,16,Sci-Fi,Korean,2.2
28,Female,17,Documentary,Korean,3.2
49,Female,17,Animation,Mongolia,3.9
57,Male,20,Romance,Germany,5.0
33,Male,11,Action,Italy,1.8
34,Male,26,Horror,Korean,3.2
33,Male,29,Drama,Germany,3.8
36,Male,8,Sci-Fi,Japan,3.6
35,Male,2,Fantasy,Spain,4.7
33,Male,29,Documentary,France,5.0
26,Female,21,Documentary,Japan,4.3
37,Female,8,Drama,China,3.1
49,Female,13,Romance,USA,3.2
58,Male,6,Documentary,Germany,1.2
20,Male,18,Horror,Italy,2.2
22,Female,7,Comedy,Germany,2.4
45,Female,1,Documentary,Mongolia,1.8
39,Female,32,Action,Mongolia,1.1
37,Male,35,Animation,Japan,3.2
44,Male,21,Sci-Fi,China,2.3
51,Male,39,Sci-Fi,China,3.0
29,Female,35,Animation,Mongolia,4.5
19,Female,8,Comedy,Spain,2.9
42,Male,29,Documentary,USA,2.5
35,Female,22,Animation,Italy,1.1
18,Male,28,Comedy,Germany,3.5
58,Male,25,Animation,Spain,1.8
20,Male,16,Horror,Korean,2.8
55,Male,11,Thriller,Germany,2.7
51,Male,11,Animation,Japan,1.3
44,Female,2,Drama,USA,2.9
43,Female,35,Comedy,USA,1.4
56,Male,21,Animation,India,2.4
42,Male,38,Sci-Fi,Korean,1.8
42,Male,23,Horror,India,2.6
36,Male,30,Thriller,France,2.3
55,Female,2,Documentary,China,1.1
41,Female,30,Sci-Fi,France,2.0
41,Female,16,Fantasy,Germany,3.4
54,Male,31,Comedy,France,4.5
30,Female,9,Drama,Germany,4.7
33,Male,15,Horror,Germany,1.3
46,Male,13,Horror,Italy,3.4
35,Male,18,Drama,India,4.7
23,Female,29,Horror,USA,2.0
31,Female,38,Thriller,China,2.4
46,Female,20,Romance,India,4.0
54,Female,36,Documentary,Spain,3.9
35,Male,5,Thriller,Mongolia,5.0
43,Female,36,Documentary,Japan,1.9
38,Female,28,Thriller,Germany,4.5
51,Female,38,Romance,Germany,2.6
36,Male,25,Romance,Germany,4.1
43,Male,7,Drama,Japan,2.2
50,Male,4,Animation,India,4.1
52,Male,22,Comedy,Spain,2.1
20,Male,13,Animation,Korean,1.6
30,Female,16,Romance,Mongolia,4.3
52,Male,33,Sci-Fi,Mongolia,1.2
36,Female,15,Thriller,Mongolia,3.2
19,Male,25,Documentary,China,3.4
31,Male,31,Thriller,Mongolia,4.0
53,Female,1,Thriller,Korean,4.1
21,Male,39,Fantasy,Japan,2.3
46,Female,13,Documentary,Italy,1.2
56,Female,9,Animation,Germany,2.9
42,Female,34,Romance,France,1.2
26,Female,6,Thriller,Mongolia,2.1
42,Male,33,Documentary,Korean,1.2
46,Female,12,Documentary,Spain,2.8
45,Male,5,Animation,France,2.0
59,Male,13,Fantasy,China,2.5
57,Female,29,Romance,Japan,2.1
21,Female,33,Documentary,Mongolia,3.6
46,Male,19,Comedy,Korean,3.8
27,Female,15,Documentary,France,2.0
51,Female,31,Fantasy,Japan,4.2
47,Female,16,Comedy,India,4.1
32,Female,21,Fantasy,Mongolia,2.9
49,Female,30,Action,Korean,1.9
22,Female,16,Action,USA,4.2
27,Female,33,Animation,Japan,3.5
35,Female,27,Action,China,2.2
26,Male,22,Documentary,Japan,2.5
57,Female,25,Animation,Korean,4.1
44,Female,28,Sci-Fi,France,4.1
28,Female,10,Fantasy,India,2.7
21,Female,23,Action,Spain,2.6
53,Female,38,Action,USA,4.2
21,Male,25,Thriller,India,4.0
49,Female,26,Drama,Italy,3.4
36,Male,16,Documentary,China,1.6
58,Male,9,Action,Japan,4.0
26,Male,24,Action,Germany,3.6
32,Female,34,Romance,China,2.2
52,Female,27,Sci-Fi,France,1.1
41,Female,33,Animation,Korean,3.9
45,Male,32,Drama,Italy,4.0
52,Female,28,Drama,USA,2.9
50,Male,21,Documentary,Korean,2.5
42,Female,3,Documentary,China,3.9
33,Male,8,Romance,Germany,4.2
55,Male,17,Romance,Mongolia,2.1
38,Female,14,Comedy,USA,4.0
41,Female,17,Fantasy,Germany,4.7
49,Female,21,Action,Germany,2.9
19,Male,13,Animation,Spain,1.9
35,Male,33,Thriller,Korean,1.5
51,Female,9,Romance,Mongolia,3.5
51,Male,34,Romance,Italy,2.1
41,Male,36,Romance,Mongolia,4.0
29,Male,19,Comedy,Italy,1.2
39,Male,32,Action,Spain,4.4
41,Male,10,Drama,India,2.0
24,Male,34,Thriller,Korean,2.6
52,Male,30,Animation,Korean,2.1
54,Male,24,Romance,Japan,4.2
55,Female,11,Comedy,Mongolia,4.2
52,Male,24,Animation,Japan,4.7
53,Male,27,Action,USA,4.1
